SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	CommonUse	Remark	Name	Desc	ShortDesc	SpecialDesc	KungfuDesc	HelpDesc	IsShowInNewSkill	CanDrag	SkillRelyOnShow	SkillRelyOnNotShow	IsShowNotLearn	IsHotkeyExitWhenForget	Buff	Debuff	BlackList	SimpleDesc	AutoSelectTarget	Decoration	nInterruptIcon	nOTActionShowType	bShowLevel	nFightLogFlag
35	8	2111	1	1	0	0	0	1		(35)  基础环通2传功	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。					1										0					
35	9	2111	1	1	0	0	0	1		(35)  基础环通2传功	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。					1										0					
35	10	2111	1	1	0	0	0	1		(35)  基础环通2传功	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。					1										0					
40	1	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度0.5%。					1										0					
40	2	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度1%。					1										0					
40	3	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度1.5%。					1										0					
40	4	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度2%。					1										0					
40	5	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度2.5%。					1										0					
40	6	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度3%。					1										0					
40	7	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度3.5%。					1										0					
40	8	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度4%。					1										0					
40	9	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度4.5%。					1										0					
40	10	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	增加移动速度5%。					1										0					
40	100	13	1	1	0	0	0	1		(40) 奇穴·任脉·气端	任脉·气端	该奇穴不受洗经伐脉影响，打通后永久保留。					1										0					
41	1	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高3%。					1										0					
41	2	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高6%。					1										0					
41	3	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高9%。					1										0					
41	4	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高12%。					1										0					
41	5	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高15%。					1										0					
41	6	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高18%。					1										0					
41	7	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高21%。					1										0					
41	8	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高24%。					1										0					
41	9	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高27%。					1										0					
41	10	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	气血最大值提高30%。					1										0					
41	100	13	1	1	0	0	0	1		(41) 奇穴·督脉·腰眼	督脉·腰眼	该奇穴不受洗经伐脉影响，打通后永久保留。					1										0					
42	1	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低1%。					1										0					
42	2	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低1.5%。					1										0					
42	3	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低2%。					1										0					
42	4	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低4%。					1										0					
42	5	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低4.5%。					1										0					
42	6	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低5%。					1										0					
42	7	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低7%。					1										0					
42	8	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低7.5%。					1										0					
42	9	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低8%。					1										0					
42	10	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	受到的伤害降低10%。					1										0					
42	100	13	1	1	0	0	0	1		(42) 奇穴·督脉·抬肩	督脉·抬肩	该奇穴不受洗经伐脉影响，打通后永久保留。					1										0					
43	1	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低6%。					1										0					
43	2	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低9%。					1										0					
43	3	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低12%。					1										0					
43	4	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低24%。					1										0					
43	5	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低27%。					1										0					
43	6	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低30%。					1										0					
43	7	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低42%。					1										0					
43	8	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低45%。					1										0					
43	9	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低48%。					1										0					
43	10	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	运功被打退的几率降低60%。					1										0					
43	100	13	1	1	0	0	0	1		(43) 奇穴·督脉·睛中	督脉·睛中	该奇穴不受洗经伐脉影响，打通后永久保留。					1										0					
44	1	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高0.5%，外功会心伤害提高1%。					1										0					
44	2	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高1%，外功会心伤害提高2%。					1										0					
44	3	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高1.5%，外功会心伤害提高3%。					1										0					
44	4	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高2%，外功会心伤害提高4%。					1										0					
44	5	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高2.5%，外功会心伤害提高5%。					1										0					
44	6	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高3%，外功会心伤害提高6%。					1										0					
44	7	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高3.5%，外功会心伤害提高7%。					1										0					
44	8	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高4%，外功会心伤害提高8%。					1										0					
44	9	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高4.5%，外功会心伤害提高9%。					1										0					
44	10	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	外功会心几率提高5%，外功会心伤害提高10%。					1										0					
44	100	13	1	1	0	0	0	1		(44) 奇穴·带脉·曲泉	带脉·曲泉	该奇穴不受洗经伐脉影响，打通后永久保留。					1										0					
45	1	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高1%。					1										0					
45	2	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高2%。					1										0					
45	3	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高3%。					1										0					
45	4	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高4%。					1										0					
45	5	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高5%。					1										0					
45	6	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高6%。					1										0					
45	7	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高7%。					1										0					
45	8	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高8%。					1										0					
45	9	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高9%。					1										0					
45	10	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	外功基础攻击力提高10%。					1										0					
45	100	13	1	1	0	0	0	1		(45) 奇穴·带脉·龙玄	带脉·龙玄	该奇穴不受洗经伐脉影响，打通后永久保留。					1										0					
46	1	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高0.5%，内功会心伤害提高1%。					1										0					
46	2	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高1%，内功会心伤害提高2%。					1										0					
46	3	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高1.5%，内功会心伤害提高3%。					1										0					
46	4	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高2%，内功会心伤害提高4%。					1										0					
46	5	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高2.5%，内功会心伤害提高5%。					1										0					
46	6	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高3%，内功会心伤害提高6%。					1										0					
46	7	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高3.5%，内功会心伤害提高7%。					1										0					
46	8	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高4%，内功会心伤害提高8%。					1										0					
46	9	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高4.5%，内功会心伤害提高9%。					1										0					
46	10	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	内功会心几率提高5%，内功会心伤害提高10%。					1										0					
46	100	13	1	1	0	0	0	1		(46) 奇穴·冲脉·极泉	冲脉·极泉	该奇穴不受洗经伐脉影响，打通后永久保留。					1										0					
48	1	13	1	1	0	0	0	1		(48) 骑乘跳跃用技能	骑乘特殊动作技能	专门为了播放骑乘的特殊动作制作的技能，本技能为跳跃用。					1										0					
49	0	131	1	1	0	0	0	10.1		(49) 扫叶腿法-回风落叶	回风扫叶	对目标造成<SKILL PhysicsDamage>点外功伤害。	外功伤害：提高到<SKILL PhysicsDamage>点。	江湖上流传的粗浅武功。			1										1					
50	1	9	1	1	0	0	0	1		(50) 击飞	击飞11	移动状态测试技能。		123			1										0					
51	1	9	1	1	0	0	0	1		(51) 晕	晕	移动状态测试技能。					1										0					
51	2	13	1	1	0	0	0	1		(51) 晕	测试技能	测试技能					1										0					
51	2505	13	1	1	0	0	0	1		(51) 晕	测试技能	测试技能					1										0					
51	2506	13	1	1	0	0	0	1		(51) 晕	测试技能	测试技能					1										0					
52	0	1483	1	1	0	0	0	10.3		(52) 回春妙手	回春妙手	使自身气血值瞬间恢复<SKILL Therapy>点。	气血值恢复：提高到<SKILL Therapy>点。	江湖上流传的疗伤口诀。			1										0					
53	1	13	1	1	0	0	0	1		(53) 骑乘	骑乘	骑乘，只有当装备了马类道具后才能使用，且只能在非战斗状态时使用。					1										0					
54	1	13	1	1	0	0	0	1		(54) 下马	下马	下马。					1										0					
58	1	1488	1	1	0	0	0	10.4		(58) 猛虎下山	猛虎下山	<BUFF 344 1 desc>，持续<BUFF 344 1 time>。		江湖上流传的可以短时间爆发人体潜能的功夫。			1										0					
59	0	13	1	1	0	0	0	1		(59) NPC远程普通攻击	投射	测试技能					1										0					
60	1	13	1	1	0	0	0	1		(60) 任脉·会阴	任脉·会阴	全属性提高1点。					1										0					
60	2	13	1	1	0	0	0	1		(60) 任脉·会阴	任脉·会阴	全属性提高2点。					1										0					
60	3	13	1	1	0	0	0	1		(60) 任脉·会阴	任脉·会阴	全属性提高3点。					1										0					
60	4	13	1	1	0	0	0	1		(60) 任脉·会阴	任脉·会阴	全属性提高4点。					1										0					
60	5	13	1	1	0	0	0	1		(60) 任脉·会阴	任脉·会阴	全属性提高5点。					1										0					
62	1	2112	1	1	0	0	0	1		(62) 任脉·曲骨(废弃)	任脉·曲骨	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，使目标获得击伤怪物双倍阅历气劲，重伤不消失，持续4小时。					1										0					
63	0	13	1	1	0	0	0	1		(63) 任脉·中极(废弃)	任脉·中极	施展疗伤招式命中后，有X%几率使目标获得提高内功防御等级70点，外功防御等级200点的气劲，持续15秒。					1										0					
63	1	13	1	1	0	0	0	1		(63) 任脉·中极(废弃)	任脉·中极	施展疗伤招式命中后，有1%几率使目标获得提高内功防御等级70点，外功防御等级200点的气劲，持续15秒					1										0					
63	2	13	1	1	0	0	0	1		(63) 任脉·中极(废弃)	任脉·中极	施展疗伤招式命中后，有2%几率使目标获得提高内功防御等级70点，外功防御等级200点的气劲，持续15秒					1										0					
63	3	13	1	1	0	0	0	1		(63) 任脉·中极(废弃)	任脉·中极	施展疗伤招式命中后，有3%几率使目标获得提高内功防御等级70点，外功防御等级200点的气劲，持续15秒					1										0					
64	0	13	1	1	0	0	0	1		(64) 任脉·关元	任脉·关元	伤害产生的威胁降低X%					1										0					
64	1	13	1	1	0	0	0	1		(64) 任脉·关元	任脉·关元	伤害产生的威胁降低1%。					1										0					
64	2	13	1	1	0	0	0	1		(64) 任脉·关元	任脉·关元	伤害产生的威胁降低2%。					1										0					
64	3	13	1	1	0	0	0	1		(64) 任脉·关元	任脉·关元	伤害产生的威胁降低3%。					1										0					
64	4	13	1	1	0	0	0	1		(64) 任脉·关元	任脉·关元	伤害产生的威胁降低4%。					1										0					
64	5	13	1	1	0	0	0	1		(64) 任脉·关元	任脉·关元	伤害产生的威胁降低5%。					1										0					
65	1	13	1	1	0	0	0	1		(65) 任脉·石门	任脉·石门	提高威胁招式附加的威胁值1%。					1										0					
65	2	13	1	1	0	0	0	1		(65) 任脉·石门	任脉·石门	提高威胁招式附加的威胁值2%。					1										0					
65	3	13	1	1	0	0	0	1		(65) 任脉·石门	任脉·石门	提高威胁招式附加的威胁值3%。					1										0					
65	4	13	1	1	0	0	0	1		(65) 任脉·石门	任脉·石门	提高威胁招式附加的威胁值4%。					1										0					
65	5	13	1	1	0	0	0	1		(65) 任脉·石门	任脉·石门	提高威胁招式附加的威胁值5%。					1										0					
66	1	13	1	1	0	0	0	1		(66) 任脉·阴交	任脉·阴交	疗伤产生的威胁降低1%					1										0					
66	2	13	1	1	0	0	0	1		(66) 任脉·阴交	任脉·阴交	疗伤产生的威胁降低2%					1										0					
66	3	13	1	1	0	0	0	1		(66) 任脉·阴交	任脉·阴交	疗伤产生的威胁降低3%					1										0					
66	4	13	1	1	0	0	0	1		(66) 任脉·阴交	任脉·阴交	疗伤产生的威胁降低4%					1										0					
66	5	13	1	1	0	0	0	1		(66) 任脉·阴交	任脉·阴交	疗伤产生的威胁降低5%					1										0					
67	1	1656	0	0	0	0	0	1		(67) 任脉·神阙(废弃)	任脉·神阙	领悟招式，可以重置万花“碧水滔天”、七秀“风袖低昂”的调息时间。					1										0					
68	1	1662	0	0	0	0	0	1		(68) 任脉·水分	任脉·水分	基础疗伤成效提高1%。					1										0					
68	2	1662	0	0	0	0	0	1		(68) 任脉·水分	任脉·水分	基础疗伤成效提高2%。					1										0					
68	3	1662	0	0	0	0	0	1		(68) 任脉·水分	任脉·水分	基础疗伤成效提高3%。					1										0					
68	4	1662	0	0	0	0	0	1		(68) 任脉·水分	任脉·水分	基础疗伤成效提高4%。					1										0					
68	5	1662	0	0	0	0	0	1		(68) 任脉·水分	任脉·水分	基础疗伤成效提高5%。					1										0					
69	1	2130	0	0	0	0	0	1		(69) 任脉·下脘(废弃)	任脉·下脘	需要自身功力大于40万方能领悟和施展该招式。消耗400点修为，使目标获得每秒恢复20%内力最大值和22点剑气的气劲，持续5秒。					1										0					
70	0	13	1	1	0	0	0	1		(70) 任脉·建里	任脉·建里	招式的内力消耗降低X%。					1										0					
70	1	13	1	1	0	0	0	1		(70) 任脉·建里	任脉·建里	招式的内力消耗降低0.5%。					1										0					
70	2	13	1	1	0	0	0	1		(70) 任脉·建里	任脉·建里	招式的内力消耗降低1%。					1										0					
70	3	13	1	1	0	0	0	1		(70) 任脉·建里	任脉·建里	招式的内力消耗降低1.5%。					1										0					
70	4	13	1	1	0	0	0	1		(70) 任脉·建里	任脉·建里	招式的内力消耗降低2%。					1										0					
70	5	13	1	1	0	0	0	1		(70) 任脉·建里	任脉·建里	招式的内力消耗降低2.5%。					1										0					
71	1	2129	1	1	0	0	0	1		(71) 任脉·中脘(废弃)	任脉·中脘	需要自身功力大于40万方能领悟和施展该招式。消耗800点修为，使目标获得每秒恢复20%气血最大值，持续5秒。					1										0					
72	1	2113	1	1	0	0	0	1		(72) 任脉·上脘(废弃)	任脉·上脘	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，重置传功的调息时间。					1										0					
73	1	13	1	1	0	0	0	1		(73) 任脉·巨阙(废弃)	任脉·巨阙	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，重置自身所有门派的内功切换调息时间。					1										0					
74	1	2114	1	1	0	0	0	1		(74) 任脉·鸠尾(废弃)	任脉·鸠尾	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，打坐运功30秒，提高双方内力最大值2000点，重伤不消失，持续4小时。					1										0					
75	1	13	1	1	0	0	0	1		(75) 任脉·中庭	任脉·中庭	施展疗伤招式命中玩家后，有1%几率使该玩家获得每秒回复2%气血最大值的气劲，持续6秒。					1										0					
75	2	13	1	1	0	0	0	1		(75) 任脉·中庭	任脉·中庭	施展疗伤招式命中玩家后，有2%几率使该玩家获得每秒回复2%气血最大值的气劲，持续6秒。					1										0					
75	3	13	1	1	0	0	0	1		(75) 任脉·中庭	任脉·中庭	施展疗伤招式命中玩家后，有3%几率使该玩家获得每秒回复2%气血最大值的气劲，持续6秒。					1										0					
76	1	2115	1	1	0	0	0	1		(76) 任脉·膻中(废弃)	任脉·膻中	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，打坐运功30秒，提高双方气血最大值2000点，重伤不消失，持续4小时。					1										0					
77	1	13	1	1	0	0	0	1		(77) 任脉·玉堂	任脉·玉堂	水下闭气的时间上限提高20秒。					1										0					
77	2	13	1	1	0	0	0	1		(77) 任脉·玉堂	任脉·玉堂	水下闭气的时间上限提高30秒。					1										0					
77	3	13	1	1	0	0	0	1		(77) 任脉·玉堂	任脉·玉堂	水下闭气的时间上限提高40秒。					1										0					
77	4	13	1	1	0	0	0	1		(77) 任脉·玉堂	任脉·玉堂	水下闭气的时间上限提高50秒。					1										0					
77	5	13	1	1	0	0	0	1		(77) 任脉·玉堂	任脉·玉堂	水下闭气的时间上限提高60秒。					1										0					
78	0	13	1	1	0	0	0	1		(78) 任脉·紫宫	任脉·紫宫	抗摔伤系数提高50点，使你能从更高的地方摔下来而不受到伤害。					1										0					
78	1	13	1	1	0	0	0	1		(78) 任脉·紫宫	任脉·紫宫	抗摔伤系数提高50点，使你能从更高的地方摔下来而不受到伤害。					1										0					
78	2	13	1	1	0	0	0	1		(78) 任脉·紫宫	任脉·紫宫	抗摔伤系数提高100点，使你能从更高的地方摔下来而不受到伤害。					1										0					
